last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Minor, Mike,501985,OAK,SL,Slider,2.1,4,203,20.7,51,0.298,0.702,0.425,24.3,23.5,15.4,0.275,0.533,0.354,38.9
Rondón, Héctor,444468,ARI,FF,4-Seamer,1.7,3,192,49.2,51,0.311,0.844,0.5,9.3,17.6,13.8,0.255,0.566,0.38,41.7
Fiers, Mike,571666,OAK,SL,Slider,-0.1,0,263,28.7,51,0.34,0.447,0.373,12.3,3.9,15.4,0.248,0.375,0.302,31.1
Smyly, Drew,592767,SF,CUKC,Curveball,-0.8,-1,176,36.5,50,0.184,0.367,0.259,50,54,36,0.157,0.322,0.21,45.5
Duffy, Danny,518633,KC,SL,Slider,2.6,4,162,17.2,50,0.188,0.354,0.248,34.5,28,21.5,0.195,0.327,0.241,38.2
Berríos, José,621244,MIN,CH,Changeup,0.2,1,207,18.8,50,0.214,0.357,0.318,33.7,20,17.5,0.287,0.377,0.354,37.5
Sánchez, Aníbal,434671,WSH,FC,Cutter,0.1,0,204,21,50,0.244,0.422,0.326,16.5,18,11.4,0.256,0.405,0.324,33.3
Keller, Mitch,656605,PIT,FF,4-Seamer,-0.5,-1,214,55.6,50,0.184,0.395,0.352,18.2,12,11.1,0.247,0.553,0.421,53.1
Bauer, Trevor,545333,CIN,CUKC,Curveball,-1,-2,183,15.7,50,0.184,0.327,0.244,38.5,52,25.7,0.194,0.274,0.211,43.5
May, Dustin,669160,LAD,FC,Cutter,-1.6,-3,213,24.6,50,0.209,0.349,0.296,23,16,12.7,0.22,0.36,0.303,22.2
Arrieta, Jake,453562,PHI,SL,Slider,-3.5,-6,169,23.2,50,0.178,0.267,0.233,25.3,28,23.3,0.171,0.332,0.261,33.3
Harper, Ryne,607560,WSH,SL,Slider,-3.6,-7,203,49.8,50,0.188,0.292,0.226,28,30,26.3,0.22,0.36,0.266,27.3
Gibson, Kyle,502043,TEX,SL,Slider,1.2,3,280,24.6,50,0.205,0.409,0.311,37.9,34,17.2,0.177,0.259,0.248,25.9
Eflin, Zach,621107,PHI,SL,Slider,0.2,0,185,20.3,50,0.306,0.633,0.4,18.4,20,20.4,0.257,0.446,0.305,33.3
Altavilla, Dan,656186,SD,SL,Slider,1.3,3,193,53.2,50,0.244,0.4,0.332,33.3,28,22.2,0.233,0.417,0.329,35.5
Pearson, Nate,663878,TOR,FF,4-Seamer,1.3,2,164,50.6,50,0.205,0.385,0.349,16.7,16,18.2,0.242,0.435,0.377,41.9
